lot_id,component_id,is_defective,defect_type
LOT_000,LOT_000_C0127,0,normal
LOT_000,LOT_000_C0128,0,normal
LOT_000,LOT_000_C0129,0,normal
LOT_000,LOT_000_C0130,0,normal
LOT_000,LOT_000_C0131,1,obvious
LOT_000,LOT_000_C0132,0,normal
LOT_000,LOT_000_C0133,1,latent
LOT_000,LOT_000_C0134,0,normal
LOT_000,LOT_000_C0135,0,normal
LOT_000,LOT_000_C0136,0,normal
LOT_000,LOT_000_C0137,0,normal
LOT_000,LOT_000_C0138,0,normal
LOT_000,LOT_000_C0139,0,normal
LOT_000,LOT_000_C0140,0,normal
LOT_000,LOT_000_C0141,0,normal
LOT_000,LOT_000_C0142,0,normal
LOT_000,LOT_000_C0143,0,normal
LOT_000,LOT_000_C0144,0,normal
LOT_000,LOT_000_C0145,0,normal
LOT_000,LOT_000_C0146,0,normal
LOT_000,LOT_000_C0147,0,normal
LOT_000,LOT_000_C0148,0,normal
LOT_000,LOT_000_C0149,0,normal
LOT_000,LOT_000_C0150,0,normal
LOT_000,LOT_000_C0151,0,normal
LOT_000,LOT_000_C0152,0,normal
LOT_000,LOT_000_C0153,0,normal
LOT_000,LOT_000_C0154,0,normal
LOT_000,LOT_000_C0155,0,normal
LOT_000,LOT_000_C0156,1,latent
LOT_000,LOT_000_C0157,1,obvious
LOT_000,LOT_000_C0158,0,normal
LOT_000,LOT_000_C0159,0,normal
LOT_000,LOT_000_C0160,0,normal
LOT_000,LOT_000_C0161,0,normal
LOT_000,LOT_000_C0162,0,normal
LOT_000,LOT_000_C0163,0,normal
LOT_000,LOT_000_C0164,1,latent
LOT_000,LOT_000_C0165,0,normal
LOT_000,LOT_000_C0166,0,normal
LOT_000,LOT_000_C0167,0,normal
LOT_000,LOT_000_C0168,0,normal
LOT_000,LOT_000_C0169,0,normal
LOT_000,LOT_000_C0170,0,normal
LOT_000,LOT_000_C0171,1,latent
LOT_000,LOT_000_C0172,0,normal
LOT_000,LOT_000_C0173,0,normal
LOT_000,LOT_000_C0174,0,normal
LOT_000,LOT_000_C0175,0,normal
LOT_000,LOT_000_C0176,0,normal
LOT_000,LOT_000_C0177,0,normal
LOT_000,LOT_000_C0178,0,normal
LOT_000,LOT_000_C0179,0,normal
LOT_000,LOT_000_C0180,0,normal
LOT_000,LOT_000_C0181,1,obvious
LOT_000,LOT_000_C0182,0,normal
LOT_000,LOT_000_C0183,0,normal
LOT_000,LOT_000_C0184,0,normal
LOT_000,LOT_000_C0185,0,normal
LOT_000,LOT_000_C0186,0,normal
LOT_000,LOT_000_C0187,0,normal
LOT_000,LOT_000_C0188,0,normal
LOT_000,LOT_000_C0189,0,normal
LOT_000,LOT_000_C0190,0,normal
LOT_000,LOT_000_C0191,0,normal
LOT_000,LOT_000_C0192,0,normal
LOT_000,LOT_000_C0193,0,normal
LOT_000,LOT_000_C0194,0,normal
LOT_000,LOT_000_C0195,0,normal
LOT_000,LOT_000_C0196,0,normal
LOT_000,LOT_000_C0197,0,normal
LOT_000,LOT_000_C0198,0,normal
LOT_000,LOT_000_C0199,0,normal
LOT_000,LOT_000_C0200,0,normal
LOT_000,LOT_000_C0201,0,normal
LOT_000,LOT_000_C0202,0,normal
LOT_000,LOT_000_C0203,0,normal
LOT_000,LOT_000_C0204,0,normal
LOT_000,LOT_000_C0205,0,normal
LOT_000,LOT_000_C0206,0,normal
LOT_000,LOT_000_C0207,0,normal
LOT_000,LOT_000_C0208,0,normal
LOT_000,LOT_000_C0209,0,normal
LOT_000,LOT_000_C0210,1,obvious
LOT_000,LOT_000_C0211,0,normal
LOT_000,LOT_000_C0212,0,normal
LOT_000,LOT_000_C0213,0,normal
LOT_000,LOT_000_C0214,0,normal
LOT_000,LOT_000_C0215,0,normal
LOT_000,LOT_000_C0216,0,normal
LOT_000,LOT_000_C0217,0,normal
LOT_000,LOT_000_C0218,1,latent
LOT_000,LOT_000_C0219,0,normal
LOT_000,LOT_000_C0220,0,normal
LOT_000,LOT_000_C0221,1,latent
LOT_000,LOT_000_C0222,0,normal
LOT_000,LOT_000_C0223,0,normal
LOT_000,LOT_000_C0224,0,normal
LOT_000,LOT_000_C0225,0,normal
LOT_000,LOT_000_C0226,0,normal
LOT_000,LOT_000_C0227,0,normal
LOT_000,LOT_000_C0228,0,normal
LOT_000,LOT_000_C0229,0,normal
LOT_000,LOT_000_C0230,0,normal
LOT_000,LOT_000_C0231,0,normal
LOT_000,LOT_000_C0232,1,obvious
LOT_000,LOT_000_C0233,0,normal
LOT_000,LOT_000_C0234,0,normal
LOT_000,LOT_000_C0235,0,normal
LOT_000,LOT_000_C0236,0,normal
LOT_000,LOT_000_C0237,0,normal
LOT_000,LOT_000_C0238,0,normal
LOT_000,LOT_000_C0239,0,normal
LOT_000,LOT_000_C0240,0,normal
LOT_000,LOT_000_C0241,0,normal
LOT_000,LOT_000_C0242,0,normal
LOT_000,LOT_000_C0243,0,normal
LOT_000,LOT_000_C0244,0,normal
LOT_000,LOT_000_C0245,0,normal
LOT_000,LOT_000_C0246,0,normal
LOT_000,LOT_000_C0247,0,normal
LOT_000,LOT_000_C0248,0,normal
LOT_000,LOT_000_C0249,0,normal
LOT_000,LOT_000_C0250,0,normal
LOT_000,LOT_000_C0251,0,normal
LOT_000,LOT_000_C0252,0,normal
LOT_000,LOT_000_C0253,0,normal
LOT_000,LOT_000_C0254,0,normal
LOT_000,LOT_000_C0255,0,normal
LOT_000,LOT_000_C0256,0,normal
LOT_000,LOT_000_C0257,0,normal
LOT_000,LOT_000_C0258,0,normal
LOT_000,LOT_000_C0259,0,normal
LOT_000,LOT_000_C0260,0,normal
LOT_000,LOT_000_C0261,0,normal
LOT_000,LOT_000_C0262,0,normal
LOT_000,LOT_000_C0263,0,normal
LOT_000,LOT_000_C0264,0,normal
LOT_000,LOT_000_C0265,0,normal
LOT_000,LOT_000_C0266,0,normal
LOT_000,LOT_000_C0267,0,normal
LOT_000,LOT_000_C0268,0,normal
LOT_000,LOT_000_C0269,0,normal
LOT_000,LOT_000_C0270,0,normal
LOT_000,LOT_000_C0271,0,normal
LOT_000,LOT_000_C0272,0,normal
LOT_000,LOT_000_C0273,0,normal
LOT_000,LOT_000_C0274,0,normal
LOT_000,LOT_000_C0275,0,normal
LOT_000,LOT_000_C0276,0,normal
LOT_000,LOT_000_C0277,0,normal
LOT_000,LOT_000_C0278,0,normal
LOT_000,LOT_000_C0279,0,normal
LOT_000,LOT_000_C0280,0,normal
LOT_000,LOT_000_C0281,0,normal
LOT_000,LOT_000_C0282,0,normal
LOT_000,LOT_000_C0283,0,normal
LOT_000,LOT_000_C0284,0,normal
LOT_000,LOT_000_C0285,0,normal
LOT_000,LOT_000_C0286,0,normal
LOT_000,LOT_000_C0287,0,normal
LOT_000,LOT_000_C0288,0,normal
LOT_000,LOT_000_C0289,0,normal
LOT_000,LOT_000_C0290,0,normal
LOT_000,LOT_000_C0291,0,normal
LOT_000,LOT_000_C0292,0,normal
LOT_000,LOT_000_C0293,0,normal
LOT_000,LOT_000_C0294,0,normal
LOT_000,LOT_000_C0295,0,normal
LOT_000,LOT_000_C0296,1,latent
LOT_000,LOT_000_C0297,0,normal
LOT_000,LOT_000_C0298,0,normal
LOT_000,LOT_000_C0299,1,obvious
LOT_000,LOT_000_C0300,1,latent
LOT_000,LOT_000_C0301,0,normal
LOT_000,LOT_000_C0302,0,normal
LOT_000,LOT_000_C0303,0,normal
LOT_000,LOT_000_C0304,0,normal
LOT_000,LOT_000_C0305,0,normal
LOT_000,LOT_000_C0306,1,latent
LOT_000,LOT_000_C0307,0,normal
LOT_000,LOT_000_C0308,0,normal
LOT_000,LOT_000_C0309,0,normal
LOT_000,LOT_000_C0310,0,normal
LOT_000,LOT_000_C0311,0,normal
LOT_000,LOT_000_C0312,0,normal
LOT_000,LOT_000_C0313,0,normal
LOT_000,LOT_000_C0314,1,latent
LOT_000,LOT_000_C0315,0,normal
LOT_000,LOT_000_C0316,0,normal
LOT_000,LOT_000_C0317,0,normal
LOT_000,LOT_000_C0318,0,normal
LOT_000,LOT_000_C0319,0,normal
LOT_000,LOT_000_C0320,0,normal
LOT_000,LOT_000_C0321,0,normal
LOT_000,LOT_000_C0322,0,normal
LOT_000,LOT_000_C0323,0,normal
LOT_000,LOT_000_C0324,0,normal
LOT_000,LOT_000_C0325,0,normal
LOT_000,LOT_000_C0326,0,normal
LOT_000,LOT_000_C0327,0,normal
LOT_000,LOT_000_C0328,0,normal
LOT_000,LOT_000_C0329,0,normal
LOT_000,LOT_000_C0330,0,normal
LOT_000,LOT_000_C0331,0,normal
LOT_000,LOT_000_C0332,1,latent
LOT_000,LOT_000_C0333,0,normal
LOT_000,LOT_000_C0334,0,normal
LOT_000,LOT_000_C0335,0,normal
LOT_000,LOT_000_C0336,0,normal
LOT_000,LOT_000_C0337,0,normal
LOT_000,LOT_000_C0338,0,normal
LOT_000,LOT_000_C0339,0,normal
LOT_000,LOT_000_C0340,0,normal
LOT_000,LOT_000_C0341,0,normal
LOT_000,LOT_000_C0342,1,latent
LOT_000,LOT_000_C0343,0,normal
LOT_000,LOT_000_C0344,0,normal
LOT_000,LOT_000_C0345,0,normal
LOT_000,LOT_000_C0346,0,normal
LOT_000,LOT_000_C0347,0,normal
LOT_000,LOT_000_C0348,0,normal
LOT_000,LOT_000_C0349,0,normal
LOT_000,LOT_000_C0350,0,normal
LOT_000,LOT_000_C0351,0,normal
LOT_000,LOT_000_C0352,0,normal
LOT_000,LOT_000_C0353,0,normal
LOT_000,LOT_000_C0354,0,normal
LOT_000,LOT_000_C0355,0,normal
LOT_000,LOT_000_C0356,0,normal
LOT_000,LOT_000_C0357,0,normal
LOT_000,LOT_000_C0358,0,normal
LOT_000,LOT_000_C0359,0,normal
LOT_000,LOT_000_C0360,0,normal
LOT_000,LOT_000_C0361,0,normal
LOT_000,LOT_000_C0362,0,normal
LOT_000,LOT_000_C0363,0,normal
LOT_000,LOT_000_C0364,0,normal
LOT_000,LOT_000_C0365,0,normal
LOT_000,LOT_000_C0366,0,normal
LOT_000,LOT_000_C0367,0,normal
LOT_000,LOT_000_C0368,0,normal
LOT_000,LOT_000_C0369,0,normal
LOT_000,LOT_000_C0370,0,normal
LOT_000,LOT_000_C0371,0,normal
LOT_000,LOT_000_C0372,0,normal
LOT_000,LOT_000_C0373,0,normal
LOT_000,LOT_000_C0374,0,normal
LOT_000,LOT_000_C0375,0,normal
LOT_000,LOT_000_C0376,0,normal
LOT_000,LOT_000_C0377,0,normal
LOT_000,LOT_000_C0378,0,normal
LOT_000,LOT_000_C0379,0,normal
LOT_000,LOT_000_C0380,0,normal
LOT_000,LOT_000_C0381,0,normal
LOT_000,LOT_000_C0382,0,normal
LOT_000,LOT_000_C0383,0,normal
LOT_000,LOT_000_C0384,0,normal
LOT_000,LOT_000_C0385,0,normal
LOT_000,LOT_000_C0386,0,normal
LOT_000,LOT_000_C0387,0,normal
LOT_000,LOT_000_C0388,0,normal
LOT_000,LOT_000_C0389,0,normal
LOT_000,LOT_000_C0390,0,normal
LOT_000,LOT_000_C0391,0,normal
LOT_000,LOT_000_C0392,0,normal
LOT_000,LOT_000_C0393,0,normal
LOT_000,LOT_000_C0394,0,normal
LOT_000,LOT_000_C0395,0,normal
LOT_000,LOT_000_C0396,0,normal
LOT_000,LOT_000_C0397,0,normal
LOT_000,LOT_000_C0398,0,normal
LOT_000,LOT_000_C0399,0,normal
LOT_000,LOT_000_C0400,0,normal
LOT_000,LOT_000_C0401,0,normal
LOT_000,LOT_000_C0402,0,normal
LOT_000,LOT_000_C0403,0,normal
LOT_000,LOT_000_C0404,0,normal
LOT_000,LOT_000_C0405,0,normal
LOT_000,LOT_000_C0406,0,normal
LOT_000,LOT_000_C0407,0,normal
LOT_000,LOT_000_C0408,0,normal
LOT_000,LOT_000_C0409,0,normal
LOT_000,LOT_000_C0410,0,normal
LOT_000,LOT_000_C0411,0,normal
LOT_000,LOT_000_C0412,0,normal
LOT_000,LOT_000_C0413,0,normal
LOT_000,LOT_000_C0414,0,normal
LOT_000,LOT_000_C0415,0,normal
LOT_000,LOT_000_C0416,0,normal
LOT_000,LOT_000_C0417,0,normal
LOT_000,LOT_000_C0418,0,normal
LOT_000,LOT_000_C0419,0,normal
LOT_000,LOT_000_C0420,1,latent
LOT_000,LOT_000_C0421,0,normal
LOT_000,LOT_000_C0422,0,normal
LOT_000,LOT_000_C0423,0,normal
LOT_000,LOT_000_C0424,0,normal
LOT_000,LOT_000_C0425,0,normal
LOT_000,LOT_000_C0426,1,latent
LOT_000,LOT_000_C0427,0,normal
LOT_000,LOT_000_C0428,0,normal
LOT_000,LOT_000_C0429,0,normal
LOT_000,LOT_000_C0430,0,normal
LOT_000,LOT_000_C0431,0,normal
LOT_000,LOT_000_C0432,0,normal
LOT_000,LOT_000_C0433,0,normal
LOT_000,LOT_000_C0434,0,normal
LOT_000,LOT_000_C0435,0,normal
LOT_000,LOT_000_C0436,0,normal
LOT_000,LOT_000_C0437,1,latent
LOT_000,LOT_000_C0438,0,normal
LOT_000,LOT_000_C0439,0,normal
LOT_000,LOT_000_C0440,0,normal
LOT_000,LOT_000_C0441,0,normal
LOT_000,LOT_000_C0442,0,normal
LOT_000,LOT_000_C0443,0,normal
LOT_000,LOT_000_C0444,0,normal
LOT_000,LOT_000_C0445,0,normal
LOT_000,LOT_000_C0446,1,latent
LOT_000,LOT_000_C0447,0,normal
LOT_000,LOT_000_C0448,1,obvious
LOT_000,LOT_000_C0449,0,normal
LOT_000,LOT_000_C0450,0,normal
LOT_000,LOT_000_C0451,0,normal
LOT_000,LOT_000_C0452,0,normal
LOT_000,LOT_000_C0453,0,normal
LOT_000,LOT_000_C0454,0,normal
LOT_000,LOT_000_C0455,0,normal
LOT_000,LOT_000_C0456,0,normal
LOT_000,LOT_000_C0457,0,normal
LOT_000,LOT_000_C0458,1,obvious
LOT_000,LOT_000_C0459,0,normal
LOT_000,LOT_000_C0460,0,normal
LOT_000,LOT_000_C0461,0,normal
LOT_000,LOT_000_C0462,0,normal
LOT_000,LOT_000_C0463,0,normal
LOT_000,LOT_000_C0464,0,normal
LOT_000,LOT_000_C0465,0,normal
LOT_000,LOT_000_C0466,0,normal
LOT_000,LOT_000_C0467,0,normal
LOT_000,LOT_000_C0468,0,normal
LOT_000,LOT_000_C0469,0,normal
LOT_000,LOT_000_C0470,0,normal
LOT_000,LOT_000_C0471,0,normal
LOT_000,LOT_000_C0472,0,normal
LOT_000,LOT_000_C0473,1,latent
LOT_000,LOT_000_C0474,0,normal
LOT_000,LOT_000_C0475,0,normal
LOT_000,LOT_000_C0476,0,normal
LOT_000,LOT_000_C0477,0,normal
LOT_000,LOT_000_C0478,0,normal
LOT_000,LOT_000_C0479,0,normal
LOT_000,LOT_000_C0480,0,normal
LOT_000,LOT_000_C0481,0,normal
LOT_000,LOT_000_C0482,0,normal
LOT_000,LOT_000_C0483,0,normal
LOT_000,LOT_000_C0484,0,normal
LOT_000,LOT_000_C0485,0,normal
LOT_000,LOT_000_C0486,0,normal
LOT_000,LOT_000_C0487,0,normal
LOT_000,LOT_000_C0488,0,normal
LOT_000,LOT_000_C0489,0,normal
LOT_000,LOT_000_C0490,0,normal
LOT_000,LOT_000_C0491,0,normal
LOT_000,LOT_000_C0492,0,normal
LOT_000,LOT_000_C0493,0,normal
LOT_000,LOT_000_C0494,0,normal
LOT_000,LOT_000_C0495,0,normal
LOT_000,LOT_000_C0496,0,normal
LOT_000,LOT_000_C0497,0,normal
LOT_000,LOT_000_C0498,0,normal
LOT_000,LOT_000_C0499,0,normal
LOT_000,LOT_000_C0500,0,normal
LOT_000,LOT_000_C0501,0,normal
LOT_000,LOT_000_C0502,0,normal
LOT_000,LOT_000_C0503,0,normal
LOT_000,LOT_000_C0504,0,normal
LOT_000,LOT_000_C0505,0,normal
LOT_000,LOT_000_C0506,0,normal
LOT_000,LOT_000_C0507,0,normal
LOT_000,LOT_000_C0508,0,normal
LOT_000,LOT_000_C0509,0,normal
LOT_000,LOT_000_C0510,1,latent
LOT_000,LOT_000_C0511,0,normal
LOT_000,LOT_000_C0512,0,normal
LOT_000,LOT_000_C0513,0,normal
LOT_000,LOT_000_C0514,1,obvious
LOT_000,LOT_000_C0515,0,normal
LOT_000,LOT_000_C0516,0,normal
LOT_000,LOT_000_C0517,0,normal
LOT_000,LOT_000_C0518,0,normal
LOT_000,LOT_000_C0519,0,normal
LOT_000,LOT_000_C0520,0,normal
LOT_000,LOT_000_C0521,0,normal
LOT_000,LOT_000_C0522,0,normal
LOT_000,LOT_000_C0523,0,normal
LOT_000,LOT_000_C0524,0,normal
LOT_000,LOT_000_C0525,0,normal
LOT_000,LOT_000_C0526,0,normal
LOT_000,LOT_000_C0527,0,normal
LOT_000,LOT_000_C0528,0,normal
LOT_000,LOT_000_C0529,0,normal
LOT_000,LOT_000_C0530,0,normal
LOT_000,LOT_000_C0531,0,normal
LOT_000,LOT_000_C0532,1,latent
LOT_000,LOT_000_C0533,0,normal
LOT_000,LOT_000_C0534,0,normal
LOT_000,LOT_000_C0535,0,normal
LOT_000,LOT_000_C0536,1,obvious
LOT_000,LOT_000_C0537,0,normal
LOT_000,LOT_000_C0538,0,normal
LOT_000,LOT_000_C0539,0,normal
LOT_000,LOT_000_C0540,0,normal
LOT_000,LOT_000_C0541,0,normal
LOT_000,LOT_000_C0542,1,latent
LOT_000,LOT_000_C0543,0,normal
LOT_001,LOT_001_C0000,0,normal
LOT_001,LOT_001_C0001,0,normal
LOT_001,LOT_001_C0002,0,normal
LOT_001,LOT_001_C0003,0,normal
LOT_001,LOT_001_C0004,0,normal
LOT_001,LOT_001_C0005,0,normal
LOT_001,LOT_001_C0006,0,normal
LOT_001,LOT_001_C0007,0,normal
LOT_001,LOT_001_C0008,0,normal
LOT_001,LOT_001_C0009,0,normal
LOT_001,LOT_001_C0010,0,normal
LOT_001,LOT_001_C0011,0,normal
LOT_001,LOT_001_C0012,0,normal
LOT_001,LOT_001_C0013,0,normal
LOT_001,LOT_001_C0014,0,normal
LOT_001,LOT_001_C0015,0,normal
LOT_001,LOT_001_C0016,0,normal
LOT_001,LOT_001_C0017,0,normal
LOT_001,LOT_001_C0018,0,normal
LOT_001,LOT_001_C0019,0,normal
LOT_001,LOT_001_C0020,0,normal
LOT_001,LOT_001_C0021,0,normal
LOT_001,LOT_001_C0022,0,normal
LOT_001,LOT_001_C0023,0,normal
LOT_001,LOT_001_C0024,0,normal
LOT_001,LOT_001_C0025,0,normal
LOT_001,LOT_001_C0026,0,normal
LOT_001,LOT_001_C0027,0,normal
LOT_001,LOT_001_C0028,0,normal
LOT_001,LOT_001_C0029,0,normal
LOT_001,LOT_001_C0030,0,normal
LOT_001,LOT_001_C0031,0,normal
LOT_001,LOT_001_C0032,0,normal
LOT_001,LOT_001_C0033,0,normal
LOT_001,LOT_001_C0034,0,normal
LOT_001,LOT_001_C0035,0,normal
LOT_001,LOT_001_C0036,0,normal
LOT_001,LOT_001_C0037,0,normal
LOT_001,LOT_001_C0038,0,normal
LOT_001,LOT_001_C0039,0,normal
LOT_001,LOT_001_C0040,0,normal
LOT_001,LOT_001_C0041,0,normal
LOT_001,LOT_001_C0042,0,normal
LOT_001,LOT_001_C0043,0,normal
LOT_001,LOT_001_C0044,0,normal
LOT_001,LOT_001_C0045,0,normal
LOT_001,LOT_001_C0046,1,latent
LOT_001,LOT_001_C0047,0,normal
LOT_001,LOT_001_C0048,0,normal
LOT_001,LOT_001_C0049,0,normal
LOT_001,LOT_001_C0050,0,normal
LOT_001,LOT_001_C0051,0,normal
LOT_001,LOT_001_C0052,0,normal
LOT_001,LOT_001_C0053,0,normal
LOT_001,LOT_001_C0054,0,normal
LOT_001,LOT_001_C0055,0,normal
LOT_001,LOT_001_C0056,1,latent
LOT_001,LOT_001_C0057,1,latent
LOT_001,LOT_001_C0058,0,normal
LOT_001,LOT_001_C0059,0,normal
LOT_001,LOT_001_C0060,0,normal
LOT_001,LOT_001_C0061,0,normal
LOT_001,LOT_001_C0062,0,normal
LOT_001,LOT_001_C0063,0,normal
LOT_001,LOT_001_C0064,0,normal
LOT_001,LOT_001_C0065,0,normal
LOT_001,LOT_001_C0066,0,normal
LOT_001,LOT_001_C0067,0,normal
LOT_001,LOT_001_C0068,0,normal
LOT_001,LOT_001_C0069,0,normal
LOT_001,LOT_001_C0070,0,normal
LOT_001,LOT_001_C0071,0,normal
LOT_001,LOT_001_C0072,0,normal
LOT_001,LOT_001_C0073,0,normal
LOT_001,LOT_001_C0074,0,normal
LOT_001,LOT_001_C0075,0,normal
LOT_001,LOT_001_C0076,0,normal
LOT_001,LOT_001_C0077,1,latent
LOT_001,LOT_001_C0078,0,normal
LOT_001,LOT_001_C0079,0,normal
LOT_001,LOT_001_C0080,0,normal
LOT_001,LOT_001_C0081,0,normal
LOT_001,LOT_001_C0082,0,normal
LOT_001,LOT_001_C0083,0,normal
LOT_001,LOT_001_C0084,0,normal
LOT_001,LOT_001_C0085,0,normal
LOT_001,LOT_001_C0086,0,normal
LOT_001,LOT_001_C0087,0,normal
LOT_001,LOT_001_C0088,0,normal
LOT_001,LOT_001_C0089,0,normal
LOT_001,LOT_001_C0090,0,normal
LOT_001,LOT_001_C0091,0,normal
LOT_001,LOT_001_C0092,0,normal
LOT_001,LOT_001_C0093,0,normal
LOT_001,LOT_001_C0094,0,normal
LOT_001,LOT_001_C0095,1,latent
LOT_001,LOT_001_C0096,0,normal
LOT_001,LOT_001_C0097,0,normal
LOT_001,LOT_001_C0098,0,normal
LOT_001,LOT_001_C0099,0,normal
LOT_001,LOT_001_C0100,0,normal
LOT_001,LOT_001_C0101,0,normal
LOT_001,LOT_001_C0102,0,normal
LOT_001,LOT_001_C0103,0,normal
LOT_001,LOT_001_C0104,1,latent
LOT_001,LOT_001_C0105,1,obvious
LOT_001,LOT_001_C0106,0,normal
LOT_001,LOT_001_C0107,0,normal
LOT_001,LOT_001_C0108,0,normal
LOT_001,LOT_001_C0109,0,normal
LOT_001,LOT_001_C0110,0,normal
LOT_001,LOT_001_C0111,0,normal
LOT_001,LOT_001_C0112,0,normal
LOT_001,LOT_001_C0113,0,normal
LOT_001,LOT_001_C0114,1,latent
LOT_001,LOT_001_C0115,0,normal
LOT_001,LOT_001_C0116,0,normal
LOT_001,LOT_001_C0117,0,normal
LOT_001,LOT_001_C0118,0,normal
LOT_001,LOT_001_C0119,0,normal
